dataset,path,bytes,log_bytes,shard_idx,shard_total,mean_episode_steps,mean_reward_mean,mean_reward_max,mean_reward_final,mean_action_abs_mean,mean_action_std,mean_instruction_units,mean_instruction_unique,mean_terminal_rate,records_decoded,record_parse_ok,record_parse_error,tail_score,source_target,qtail_target,source_pred,qtail_pred
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00010-of-00016,160497812,18.893790874273282,10.0,16.0,675.0,0.00148148147854954,1.0,1.0,0.3169306218624115,0.5060539245605469,110.0,1.0,0.0014814814814814814,1,1,,0.6620512008666992,0.0008997736149467528,0.004176880698651075,0.0009031397639773786,0.004199042916297913
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00011-of-00016,29105413,17.186434762946885,11.0,16.0,623.0,0.0016051364364102483,1.0,1.0,0.31802335381507874,0.5057662725448608,110.0,1.0,0.0016051364365971107,1,1,,0.7628889679908752,0.00016316909750457853,0.00758530804887414,0.0001597810914972797,0.008259878493845463
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00012-of-00016,32406363,17.29386538122781,12.0,16.0,694.0,0.0014409221475943923,1.0,1.0,0.33169323205947876,0.5207942724227905,110.0,1.0,0.001440922190201729,1,1,,0.7682338356971741,0.00018167469534091651,0.009316290728747845,0.00017797898908611387,0.00878437701612711
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00013-of-00016,121117830,18.61227443963309,13.0,16.0,731.0,0.001367989112623036,1.0,1.0,0.3045065402984619,0.4959338903427124,110.0,1.0,0.0013679890560875513,1,1,,0.7052834630012512,0.0006790038314647973,0.005805836524814367,0.0006797401001676917,0.005835449323058128
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00014-of-00016,234452343,19.27276290131724,14.0,16.0,713.0,0.001402524532750249,1.0,1.0,0.325347900390625,0.5149040222167969,110.0,1.0,0.001402524544179523,1,1,,0.6775224804878235,0.0013143733376637101,0.00482088141143322,0.001302481396123767,0.004762465134263039
austin_buds_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00015-of-00016,137363934,18.738144421493196,15.0,16.0,671.0,0.001490312977693975,1.0,1.0,0.3233267366886139,0.5141710042953491,110.0,1.0,0.0014903129657228018,1,1,,0.7143315076828003,0.000770081824157387,0.005954694468528032,0.0007668597972951829,0.006088118068873882
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00000-of-00064,178205997,18.998450731244862,0.0,64.0,478.0,0.0020920501556247473,1.0,1.0,0.21023431420326233,0.3990248441696167,65.0,1.0,0.0020920502092050207,1,1,,0.49363961815834045,0.0009990482358261943,0.0013122913660481572,0.0009934367844834924,0.0013472024584189057
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00001-of-00064,128092870,18.66826611348384,1.0,64.0,559.0,0.001788908732123673,1.0,1.0,0.21333080530166626,0.400418221950531,65.0,1.0,0.0017889087656529517,1,1,,0.5173133015632629,0.0007181069231592119,0.0015649650013074279,0.000714530237019062,0.0015363083221018314
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00002-of-00064,145706345,18.797103825467445,2.0,64.0,358.0,0.002793296007439494,1.0,1.0,0.22173303365707397,0.40991729497909546,65.0,1.0,0.002793296089385475,1,1,,0.5031458735466003,0.0008168505737558007,0.0013520005159080029,0.0008107799221761525,0.0014181829756125808
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00003-of-00064,79848385,18.195640219521827,3.0,64.0,628.0,0.0015923567116260529,1.0,1.0,0.2387632131576538,0.4251493811607361,80.0,1.0,0.0015923566878980893,1,1,,0.5534344911575317,0.0004476414469536394,0.0019579825457185507,0.0004475493333302438,0.0019326666370034218
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00004-of-00064,183448746,19.027445878543276,4.0,64.0,523.0,0.001912045874632895,1.0,1.0,0.21143807470798492,0.39711451530456543,65.0,1.0,0.0019120458891013384,1,1,,0.5026949644088745,0.0010284398449584842,0.0013998673530295491,0.0010244922013953328,0.0014400414656847715
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00005-of-00064,86644752,18.27732701833974,5.0,64.0,481.0,0.0020790020935237408,1.0,1.0,0.21156564354896545,0.3973841965198517,65.0,1.0,0.002079002079002079,1,1,,0.5443156361579895,0.00048574284301139414,0.0018504166509956121,0.00048295894521288574,0.0018263069214299321
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00006-of-00064,33067643,17.31406583960182,6.0,64.0,541.0,0.0018484288593754172,1.0,1.0,0.19417084753513336,0.3862210810184479,65.0,1.0,0.0018484288354898336,1,1,,0.601657509803772,0.00018538192671258003,0.0023635830730199814,0.00018760631792247295,0.0023502169642597437
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00007-of-00064,126228343,18.653603078733063,7.0,64.0,422.0,0.002369668334722519,1.0,1.0,0.21960727870464325,0.40522846579551697,65.0,1.0,0.002369668246445498,1,1,,0.5253872275352478,0.0007076541078276932,0.0016682014102116227,0.0007042752695269883,0.0016454344149678946
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00008-of-00064,61369496,17.932423478144628,8.0,64.0,419.0,0.00238663493655622,1.0,1.0,0.3355497717857361,0.5272343158721924,65.0,1.0,0.002386634844868735,1,1,,0.5688802003860474,0.0003440461587160826,0.002060085767880082,0.00034125777892768383,0.00210140785202384
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00009-of-00064,139190968,18.75135742588637,9.0,64.0,578.0,0.0017301038606092334,1.0,1.0,0.24884365499019623,0.4339044392108917,80.0,1.0,0.0017301038062283738,1,1,,0.5344316363334656,0.0007803244516253471,0.001779529731720686,0.0007825489155948162,0.0017602058360353112
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00010-of-00064,105126914,18.470678892500505,10.0,64.0,548.0,0.0018248175038024783,1.0,1.0,0.23199698328971863,0.41129592061042786,65.0,1.0,0.0018248175182481751,1,1,,0.5476778149604797,0.0005893564666621387,0.001919670612551272,0.0005882938858121634,0.0018830266781151295
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00011-of-00064,163604133,18.91296025076232,11.0,64.0,470.0,0.0021276595070958138,1.0,1.0,0.22675125300884247,0.40914979577064514,65.0,1.0,0.002127659574468085,1,1,,0.5222623348236084,0.000917188124731183,0.0016675456427037716,0.0009146614465862513,0.0016429558163508773
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00012-of-00064,163452982,18.912035941197388,12.0,64.0,486.0,0.002057613106444478,1.0,1.0,0.2488204538822174,0.43243303894996643,80.0,1.0,0.00205761316872428,1,1,,0.5284876823425293,0.0009163407376036048,0.0017431314336135983,0.0009175607701763511,0.0017253573751077056
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00013-of-00064,82559771,18.229033098065806,13.0,64.0,516.0,0.0019379844889044762,1.0,1.0,0.2524561285972595,0.43614697456359863,80.0,1.0,0.001937984496124031,1,1,,0.5695164203643799,0.0004628418537322432,0.0021013589575886726,0.00046308900346048176,0.002115396084263921
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00014-of-00064,126114351,18.652699608891766,14.0,64.0,465.0,0.0021505376789718866,1.0,1.0,0.364239901304245,0.5338881015777588,80.0,1.0,0.002150537634408602,1,1,,0.5478100180625916,0.0007070150459185243,0.0019613110926002264,0.0007082663360051811,0.0019328435882925987
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00015-of-00064,126524875,18.655949495020465,15.0,64.0,518.0,0.00193050189409405,1.0,1.0,0.22240415215492249,0.4109819829463959,65.0,1.0,0.0019305019305019305,1,1,,0.5471659302711487,0.0007093165186233819,0.0019369315123185515,0.0007090878789313138,0.0018996696453541517
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00016-of-00064,139414239,18.752960203153872,16.0,64.0,466.0,0.0021459227427840233,1.0,1.0,0.22974997758865356,0.4195532500743866,65.0,1.0,0.002145922746781116,1,1,,0.5419173240661621,0.0007815760909579694,0.0018993080593645573,0.0007806541980244219,0.0018551369430497289
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00017-of-00064,40951621,17.527901976758535,17.0,64.0,478.0,0.0020920501556247473,1.0,1.0,0.23977285623550415,0.4221995174884796,80.0,1.0,0.0020920502092050207,1,1,,0.61494380235672,0.0002295806334586814,0.0025763106532394886,0.00022944614465814084,0.002501377370208502
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00018-of-00064,188456895,19.054379870268715,18.0,64.0,487.0,0.002053388161584735,1.0,1.0,0.24322466552257538,0.4286673963069916,80.0,1.0,0.002053388090349076,1,1,,0.5337623357772827,0.0010565161937847733,0.0018382833804935217,0.001057595363818109,0.0018132419791072607
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00019-of-00064,70540644,18.071699626478605,19.0,64.0,460.0,0.0021739129442721605,1.0,1.0,0.229599267244339,0.41164499521255493,65.0,1.0,0.002173913043478261,1,1,,0.5855587124824524,0.0003954609273932874,0.0022151367738842964,0.0003942434268537909,0.002219773130491376
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00020-of-00064,100093264,18.421612959304582,20.0,64.0,425.0,0.002352941082790494,1.0,1.0,0.2164427787065506,0.40567073225975037,65.0,1.0,0.002352941176470588,1,1,,0.5666943192481995,0.0005611371016129851,0.002086835913360119,0.0005600648582912982,0.0020725373178720474
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00021-of-00064,103823718,18.458205009336112,21.0,64.0,547.0,0.0018281536176800728,1.0,1.0,0.2394096404314041,0.4273209571838379,80.0,1.0,0.0018281535648994515,1,1,,0.5754876136779785,0.0005820505903102458,0.00216724444180727,0.0005847823340445757,0.002204866148531437
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00022-of-00064,35074454,17.372983645699506,22.0,64.0,406.0,0.002463054144755006,1.0,1.0,0.3479152023792267,0.5375417470932007,65.0,1.0,0.0024630541871921183,1,1,,0.6297298073768616,0.00019663239072542638,0.002736172638833523,0.00019479228649288416,0.0027636687736958265
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00023-of-00064,89276521,18.307249099745277,23.0,64.0,418.0,0.0023923444095999002,1.0,1.0,0.38649648427963257,0.5486672520637512,80.0,1.0,0.0023923444976076554,1,1,,0.584478497505188,0.0005004969425499439,0.002216497901827097,0.0004994724877178669,0.0022734126541763544
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00024-of-00064,153049843,18.84627420408043,24.0,64.0,587.0,0.001703577465377748,1.0,1.0,0.23417356610298157,0.4170376658439636,65.0,1.0,0.0017035775127768314,1,1,,0.5591927170753479,0.0008580192807130516,0.002114088274538517,0.0008598213898949325,0.0020751142874360085
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00025-of-00064,157576332,18.875420552791415,25.0,64.0,471.0,0.002123142359778285,1.0,1.0,0.24771010875701904,0.42838525772094727,80.0,1.0,0.0021231422505307855,1,1,,0.5582314729690552,0.000883395376149565,0.0021198256872594357,0.0008859761874191463,0.0020730863325297832
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00026-of-00064,26723619,17.10105837649818,26.0,64.0,508.0,0.0019685039296746254,1.0,1.0,0.20365464687347412,0.387922465801239,65.0,1.0,0.001968503937007874,1,1,,0.6558704972267151,0.00014981642016209662,0.003361430484801531,0.00015104941849131137,0.003422569017857313
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00027-of-00064,108085281,18.498431121628574,27.0,64.0,439.0,0.002277904422953725,1.0,1.0,0.22220519185066223,0.4061501622200012,65.0,1.0,0.002277904328018223,1,1,,0.5785249471664429,0.0006059415172785521,0.0021860452834516764,0.0006058709695935249,0.0021967801731079817
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00028-of-00064,127850133,18.666369307804167,28.0,64.0,893.0,0.0011198208667337894,1.0,1.0,0.28345629572868347,0.4719206690788269,80.0,1.0,0.0011198208286674132,1,1,,0.5904432535171509,0.0007167460862547159,0.0023683372419327497,0.0007272625807672739,0.0024736416526138783
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00029-of-00064,158780489,18.883033240287467,29.0,64.0,668.0,0.001497006043791771,1.0,1.0,0.2588150203227997,0.4478839635848999,80.0,1.0,0.0014970059880239522,1,1,,0.574203372001648,0.0008901460678316653,0.0022431618999689817,0.0008972928626462817,0.002274493919685483
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00030-of-00064,67857349,18.032918265570522,30.0,64.0,675.0,0.00148148147854954,1.0,1.0,0.27686646580696106,0.4673864245414734,80.0,1.0,0.0014814814814814814,1,1,,0.623599112033844,0.00038041797233745456,0.0027356597129255533,0.00038326182402670383,0.002784529933705926
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00031-of-00064,88569422,18.299297243143343,31.0,64.0,402.0,0.002487562131136656,1.0,1.0,0.21769832074642181,0.40397894382476807,65.0,1.0,0.0024875621890547263,1,1,,0.5962947010993958,0.000496532826218754,0.002319736871868372,0.0004953352618031204,0.0023028822615742683
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00032-of-00064,37058369,17.428004795123513,32.0,64.0,492.0,0.0020325202494859695,1.0,1.0,0.246476948261261,0.4317609965801239,80.0,1.0,0.0020325203252032522,1,1,,0.6539855599403381,0.00020775450684595853,0.0033076517283916473,0.00020683353068307042,0.0033746606204658747
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00033-of-00064,145671702,18.796866038164783,33.0,64.0,499.0,0.0020040080416947603,1.0,1.0,0.2518351078033447,0.4352451264858246,80.0,1.0,0.002004008016032064,1,1,,0.5813562870025635,0.0008166563347913325,0.0022810036316514015,0.000820348912384361,0.002321970649063587
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00034-of-00064,146968635,18.805729761434193,34.0,64.0,582.0,0.0017182130832225084,1.0,1.0,0.2373354136943817,0.4255867004394531,80.0,1.0,0.001718213058419244,1,1,,0.5861186385154724,0.0008239271119236946,0.002386373234912753,0.0008294027065858245,0.0023980713449418545
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00035-of-00064,88643543,18.30013376211345,35.0,64.0,457.0,0.002188183832913637,1.0,1.0,0.21645709872245789,0.40066051483154297,65.0,1.0,0.002188183807439825,1,1,,0.6076733469963074,0.0004969483707100153,0.0025512867141515017,0.0004968904540874064,0.002461386611685157
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00036-of-00064,51339588,17.753972727921386,36.0,64.0,506.0,0.0019762846641242504,1.0,1.0,0.25123968720436096,0.4331815838813782,80.0,1.0,0.001976284584980237,1,1,,0.6454746723175049,0.0002878170635085553,0.0031303702853620052,0.00028681615367531776,0.0031612052116543055
austin_sirius_dataset_converted_externally_to_rlds,/Users/avalok/work/Q-TAIL-MVP/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00037-of-00064,129089265,18.676014707511193,37.0,64.0,420.0,0.0023809524718672037,1.0,1.0,0.37489351630210876,0.5400415658950806,80.0,1.0,0.002380952380952381,1,1,,0.5948076248168945,0.0007236928213387728,0.002375520532950759,0.0007251142524182796,0.0024128840304911137
