task_id,source_count,source_share,success_rate,difficulty,rarity,tail_score,group
openx_skill_bucket_25_cross_embodiment_skill,7493.0061,0.006963747369628032,0.6848,0.479,0.009540430029400868,0.2349831935132304,medium
openx_skill_bucket_26_cross_embodiment_skill,7182.2428,0.006674934430725991,0.6775,0.4898,0.009788213074908248,0.2403346958837087,medium
openx_skill_bucket_27_cross_embodiment_skill,6895.3836,0.006408337156842335,0.6702,0.5006,0.010031649571508226,0.24568424230717872,medium
openx_skill_bucket_28_cross_embodiment_skill,6629.803,0.006161515496751303,0.6629,0.5114,0.010270972582653809,0.25103193766219417,medium
openx_skill_bucket_29_cross_embodiment_skill,6383.2442,0.005932372056582658,0.6556,0.5222,0.010506394987308995,0.25637787774428905,medium
openx_skill_bucket_30_cross_embodiment_skill,6153.757,0.005719094386174341,0.6483,0.533,0.010738111647884324,0.26172215024154794,medium
droid_task_bucket_03_in_the_wild_manipulation,6106.0125,0.005674722256771002,0.8404,0.2489,0.010787954437521294,0.12388957949688459,head
openx_skill_bucket_31_cross_embodiment_skill,5939.6474,0.005520108139010855,0.641,0.5438,0.01096630169803472,0.2670648357641156,medium
openx_skill_bucket_32_cross_embodiment_skill,5739.4374,0.00533403971169792,0.6337,0.5546,0.011191129832820845,0.27240600842476936,medium
openx_skill_bucket_33_cross_embodiment_skill,5551.8311,0.005159684738444843,0.6263,0.5654,0.011412748628949405,0.27776573688302725,medium
openx_skill_bucket_34_cross_embodiment_skill,5375.6882,0.004995983462857511,0.619,0.5762,0.01163129904437724,0.28310408456996977,medium
openx_skill_bucket_35_cross_embodiment_skill,5210.001,0.004841999362513454,0.6117,0.587,0.01184691211666744,0.2884411104525003,medium
openx_skill_bucket_36_cross_embodiment_skill,5053.8762,0.0046969022344951405,0.6044,0.5978,0.012059709295958444,0.2937768691831813,medium
openx_skill_bucket_37_cross_embodiment_skill,4906.5184,0.004559952860846002,0.5971,0.6086,0.012269804462447848,0.29911141200810154,medium
openx_skill_bucket_38_cross_embodiment_skill,4767.218,0.004430491763238177,0.5898,0.6194,0.012477303272807447,0.3044447864727633,medium
openx_skill_bucket_39_cross_embodiment_skill,4635.3392,0.0043079280505768855,0.5825,0.6302,0.012682305106412838,0.30977703729788575,medium
openx_skill_bucket_40_cross_embodiment_skill,4510.3112,0.004191731240576977,0.5752,0.641,0.012884902780419543,0.3151082062511888,medium
openx_skill_bucket_41_cross_embodiment_skill,4391.6198,0.00408142345308599,0.5679,0.6517,0.013085183668044268,0.3204033326506199,medium
droid_task_bucket_04_in_the_wild_manipulation,4373.4962,0.004064579989976011,0.8306,0.2634,0.01311648101029921,0.13197241645463464,head
openx_skill_bucket_42_cross_embodiment_skill,4278.8008,0.003976573276266561,0.5606,0.6625,0.013283229766131999,0.32573245339475937,medium
openx_skill_bucket_43_cross_embodiment_skill,4171.4339,0.003876790097461979,0.5533,0.6733,0.013479118478745186,0.3310606033154353,medium
openx_skill_bucket_44_cross_embodiment_skill,4069.1379,0.003781719642237945,0.546,0.6841,0.013672922504415387,0.3363878151269869,tail
openx_skill_bucket_45_cross_embodiment_skill,3971.566,0.0036910396063609408,0.5387,0.6949,0.013864710739292109,0.3417141198326814,tail
openx_skill_bucket_46_cross_embodiment_skill,3878.4022,0.003604456310079552,0.5314,0.7057,0.014054548199416957,0.34703954668973763,tail
openx_skill_bucket_47_cross_embodiment_skill,3789.3578,0.003521701445342407,0.5241,0.7165,0.014242496665210479,0.35236412349934465,tail
openx_skill_bucket_48_cross_embodiment_skill,3704.1687,0.00344252956650916,0.5168,0.7273,0.01442861453505679,0.35768787654077555,tail
openx_skill_bucket_49_cross_embodiment_skill,3622.5929,0.0033667157669347403,0.5095,0.7381,0.014612956933281988,0.3630108306199769,tail
openx_skill_bucket_50_cross_embodiment_skill,3544.4079,0.003294053262616965,0.5022,0.7489,0.014795576747948765,0.368333009536577,tail
openx_skill_bucket_51_cross_embodiment_skill,3469.4091,0.0032243519052104546,0.4949,0.7597,0.01497652401951036,0.37365443580877966,tail
openx_skill_bucket_52_cross_embodiment_skill,3397.4079,0.0031574364162306632,0.4876,0.7705,0.015155846484587286,0.37897513091806423,tail
droid_task_bucket_05_in_the_wild_manipulation,3376.0832,0.0031376179586515207,0.8209,0.2779,0.015210054699485632,0.13992952461476854,head
openx_skill_bucket_53_cross_embodiment_skill,3328.2302,0.003093144993004421,0.4803,0.7813,0.015333589656760566,0.3842951153455423,tail
openx_skill_bucket_54_cross_embodiment_skill,3261.7152,0.0030313281934303744,0.473,0.7921,0.01550979653511085,0.38961440844079986,tail
openx_skill_bucket_55_cross_embodiment_skill,3197.7138,0.002971847448992903,0.4657,0.8029,0.015684508746810683,0.3949330289360648,tail
openx_skill_bucket_56_cross_embodiment_skill,3136.0879,0.0029145744142057084,0.4584,0.8137,0.015857765675198535,0.40025099455383933,tail
openx_skill_bucket_57_cross_embodiment_skill,3076.7092,0.002859389851372251,0.4511,0.8244,0.016029605197635854,0.4055333223389361,tail
openx_skill_bucket_58_cross_embodiment_skill,3019.4585,0.002806182980029338,0.4438,0.8352,0.016200063325936685,0.4108500284966715,tail
openx_skill_bucket_59_cross_embodiment_skill,2964.2247,0.002754850547580823,0.4365,0.846,0.016369174963850895,0.4161661287337329,tail
openx_skill_bucket_60_cross_embodiment_skill,2910.9044,0.0027052964575510845,0.4292,0.8568,0.016536973107947234,0.42148163789857623,tail
openx_skill_bucket_61_cross_embodiment_skill,2859.4011,0.002657431026091985,0.4219,0.8676,0.016703489427618845,0.42679657024242845,tail
openx_skill_bucket_62_cross_embodiment_skill,2809.6244,0.0026111702384898285,0.4146,0.8784,0.01686875513432725,0.43211093981044724,tail
openx_skill_bucket_63_cross_embodiment_skill,2761.4902,0.002566435935038621,0.4073,0.8892,0.01703279870547784,0.43742475941746506,tail
droid_task_bucket_06_in_the_wild_manipulation,2732.5171,0.002539509312235662,0.8111,0.2923,0.017133623419358483,0.1477951305387113,head
openx_skill_bucket_64_cross_embodiment_skill,2714.9193,0.002523154509927248,0.4,0.9,0.01719564906445187,0.44273804207900336,tail
droid_task_bucket_07_in_the_wild_manipulation,2285.0969,0.002123692055544993,0.8013,0.3068,0.01892643433256166,0.15563689544965276,head
droid_task_bucket_08_in_the_wild_manipulation,1957.1944,0.0018189505217206105,0.7915,0.3213,0.02061441933693304,0.16343148870161986,head
droid_task_bucket_09_in_the_wild_manipulation,1707.2497,0.0015866603401902006,0.7817,0.3357,0.022215804188061218,0.17115211188462753,head
droid_task_bucket_10_in_the_wild_manipulation,1510.8396,0.0014041234118880364,0.7719,0.3502,0.023743996143065712,0.17887479826437958,medium
droid_task_bucket_11_in_the_wild_manipulation,1352.7042,0.0012571576999830271,0.7621,0.3647,0.025209208826030765,0.18656914397171387,medium
droid_task_bucket_12_in_the_wild_manipulation,1222.8357,0.0011364622923985416,0.7523,0.3791,0.026619441279734635,0.19420374857588057,medium
droid_task_bucket_13_in_the_wild_manipulation,1114.4076,0.0010356928700743335,0.7426,0.3936,0.027981102482712832,0.20183149611722076,medium
droid_task_bucket_14_in_the_wild_manipulation,1022.6095,0.0009503788093515148,0.7328,0.4081,0.029299423959030183,0.2094597407815636,medium
droid_task_bucket_15_in_the_wild_manipulation,943.9576,0.0008772823839073601,0.723,0.4226,0.030578743111955416,0.21707043440037993,medium
droid_task_bucket_16_in_the_wild_manipulation,875.869,0.0008140031335205687,0.7132,0.437,0.031822707504996814,0.22463021837724859,medium
droid_task_bucket_17_in_the_wild_manipulation,816.3898,0.0007587251693737653,0.7034,0.4515,0.033034417796694096,0.23221048800851235,medium
droid_task_bucket_18_in_the_wild_manipulation,764.0156,0.0007100503528022996,0.6936,0.466,0.03421653689057368,0.23977744160075815,medium
droid_task_bucket_19_in_the_wild_manipulation,717.5698,0.0006668851914153004,0.6838,0.4804,0.0353713763611786,0.24729711936253035,medium
droid_task_bucket_20_in_the_wild_manipulation,676.1196,0.0006283627723263108,0.674,0.4949,0.03650095420101765,0.2548404293904579,medium
droid_task_bucket_21_in_the_wild_manipulation,638.9163,0.0005937872789850625,0.6643,0.5094,0.03760704482477086,0.2623531701711469,medium
droid_task_bucket_22_in_the_wild_manipulation,605.3521,0.0005625938425532318,0.6545,0.5238,0.03869122410243877,0.26984105084609744,medium
droid_task_bucket_23_in_the_wild_manipulation,574.9288,0.0005343194527391886,0.6447,0.5383,0.039754894285754634,0.27735470242858956,medium
droid_task_bucket_24_in_the_wild_manipulation,547.2343,0.0005085811176898998,0.6349,0.5528,0.04079930966327019,0.2848596893484716,medium
droid_task_bucket_25_in_the_wild_manipulation,521.9248,0.00048505932127075634,0.6251,0.5672,0.04182560070550315,0.29232152031747644,medium
droid_task_bucket_26_in_the_wild_manipulation,498.7114,0.0004634855695571253,0.6153,0.5817,0.04283478638552111,0.2998106538734845,medium
droid_task_bucket_27_in_the_wild_manipulation,477.3494,0.00044363244661491997,0.6055,0.5962,0.04382779949002201,0.30729250977050987,medium
droid_task_bucket_28_in_the_wild_manipulation,457.6306,0.0004253064583800751,0.5957,0.6106,0.044805478043587796,0.3147324651196145,medium
droid_task_bucket_29_in_the_wild_manipulation,439.3763,0.00040834152709443244,0.586,0.6251,0.04576860218870981,0.32218087098491943,medium
droid_task_bucket_30_in_the_wild_manipulation,422.4329,0.00039259490209401295,0.5762,0.6396,0.04671786647365599,0.32964303991314514,medium
droid_task_bucket_31_in_the_wild_manipulation,406.6669,0.0003779425129775066,0.5664,0.654,0.047653935349120366,0.33706427090710417,medium
droid_task_bucket_32_in_the_wild_manipulation,391.9624,0.0003642766461905177,0.5566,0.6685,0.04857740529574038,0.3445148323830831,medium
droid_task_bucket_33_in_the_wild_manipulation,378.218,0.0003515030639900287,0.5468,0.683,0.04948883227371519,0.35195997452317185,tail
droid_task_bucket_34_in_the_wild_manipulation,365.3447,0.00033953905277516627,0.537,0.6974,0.05038873009087243,0.35936492854089264,tail
droid_task_bucket_35_in_the_wild_manipulation,353.264,0.00032831165729122754,0.5272,0.7119,0.051277580028586324,0.3667999110128638,tail
droid_task_bucket_36_in_the_wild_manipulation,341.9066,0.00031775647245348756,0.5174,0.7264,0.052155818821055515,0.374230118469475,tail
droid_task_bucket_37_in_the_wild_manipulation,331.2107,0.00030781606342448586,0.5077,0.7409,0.053023875492786074,0.3816357439717537,tail
droid_task_bucket_38_in_the_wild_manipulation,321.1215,0.0002984395009308759,0.4979,0.7553,0.05388213134513469,0.38902195910531057,tail
droid_task_bucket_39_in_the_wild_manipulation,311.5899,0.0002895811530872318,0.4881,0.7698,0.054730954575635045,0.3964389295590358,tail
droid_task_bucket_40_in_the_wild_manipulation,302.572,0.00028120022071289827,0.4783,0.7843,0.055570681281362735,0.40385180657661324,tail
droid_task_bucket_41_in_the_wild_manipulation,294.0283,0.0002732599938389483,0.4685,0.7987,0.05640163108715623,0.4112257339892203,tail
droid_task_bucket_42_in_the_wild_manipulation,285.9231,0.00026572729408840234,0.4587,0.8132,0.057224115516946325,0.41863085198262584,tail
droid_task_bucket_43_in_the_wild_manipulation,278.2242,0.0002585721958663378,0.4489,0.8277,0.05803842369048158,0.4260322906607167,tail
droid_task_bucket_44_in_the_wild_manipulation,270.9026,0.000251767747549998,0.4391,0.8421,0.05884481089216198,0.43339516490147284,tail
droid_task_bucket_45_in_the_wild_manipulation,263.9319,0.00024528941386901164,0.4294,0.8566,0.05964352565737905,0.44076958654582055,tail
droid_task_bucket_46_in_the_wild_manipulation,257.2878,0.00023911461122224143,0.4196,0.8711,0.060434836955298804,0.44816067662988446,tail
droid_task_bucket_47_in_the_wild_manipulation,250.9486,0.000233223172360935,0.4098,0.8855,0.061218945823420086,0.45551352562053904,tail
droid_task_bucket_48_in_the_wild_manipulation,244.8942,0.0002275964170224233,0.4,0.9,0.06199607621693199,0.4628982342976194,tail
habitat3_social_navigation,1.0,9.2936630194763e-07,0.6,0.58,0.9999999999999991,0.7329999999999997,medium
habitat3_social_rearrangement,1.0,9.2936630194763e-07,0.52,0.74,0.9999999999999991,0.8049999999999996,tail
