task_id,group,tail_score,source_share,synthetic_share,source_effect,synthetic_effect
openx_skill_bucket_37_cross_embodiment_skill,medium,0.29911141200810154,0.004559952860846002,0.006930781646397705,0.6230092605023665,0.6352185769068197
openx_skill_bucket_38_cross_embodiment_skill,medium,0.3044447864727633,0.004430491763238177,0.006894532539067515,0.6150601247747812,0.6278160610195869
openx_skill_bucket_39_cross_embodiment_skill,medium,0.30977703729788575,0.0043079280505768855,0.006860214699522353,0.6071413117671575,0.6204200523244593
openx_skill_bucket_40_cross_embodiment_skill,medium,0.3151082062511888,0.004191731240576977,0.006827679592722379,0.5992507920663667,0.6130300281271513
openx_skill_bucket_41_cross_embodiment_skill,medium,0.3204033326506199,0.00408142345308599,0.006796793412224902,0.5913864866810503,0.6056450544947171
droid_task_bucket_04_in_the_wild_manipulation,head,0.13197241645463464,0.004064579989976011,0.0030154986343066854,0.8519708037061521,0.8468406155359292
openx_skill_bucket_42_cross_embodiment_skill,medium,0.32573245339475937,0.003976573276266561,0.008652100311169069,0.5835471549415115,0.6076060460553402
openx_skill_bucket_43_cross_embodiment_skill,medium,0.3310606033154353,0.003876790097461979,0.008624161021103787,0.5757310005069495,0.6002680352940495
openx_skill_bucket_44_cross_embodiment_skill,tail,0.3363878151269869,0.003781719642237945,0.008597541293641056,0.5679365910655978,0.5929333245006513
openx_skill_bucket_45_cross_embodiment_skill,tail,0.3417141198326814,0.0036910396063609408,0.008572150883595496,0.5601626075594425,0.5856016477107716
openx_skill_bucket_46_cross_embodiment_skill,tail,0.34703954668973763,0.003604456310079552,0.008547907560636708,0.5524078343008261,0.5782727637984908
openx_skill_bucket_47_cross_embodiment_skill,tail,0.35236412349934465,0.003521701445342407,0.008524736198510307,0.5446711483029956,0.5709464535619769
openx_skill_bucket_48_cross_embodiment_skill,tail,0.35768787654077555,0.00344252956650916,0.008502568072436998,0.5369515116375738,0.5636225176224201
openx_skill_bucket_49_cross_embodiment_skill,tail,0.3630108306199769,0.0033667157669347403,0.008481340208556159,0.5292479639190409,0.5563007744128692
openx_skill_bucket_50_cross_embodiment_skill,tail,0.368333009536577,0.003294053262616965,0.008460994707347182,0.5215596134726618,0.5489810578929062
openx_skill_bucket_51_cross_embodiment_skill,tail,0.37365443580877966,0.0032243519052104546,0.00844147832727336,0.5138856330493612,0.5416632164113457
openx_skill_bucket_52_cross_embodiment_skill,tail,0.37897513091806423,0.0031574364162306632,0.010307406938812626,0.5062252534217384,0.5435904525948132
droid_task_bucket_05_in_the_wild_manipulation,head,0.13992952461476854,0.0031376179586515207,0.002755949265535828,0.8378511137590635,0.8359165420915287
openx_skill_bucket_53_cross_embodiment_skill,tail,0.3842951153455423,0.003093144993004421,0.010289405340309279,0.4985777585903871,0.536307200264848
openx_skill_bucket_54_cross_embodiment_skill,tail,0.38961440844079986,0.0030313281934303744,0.010272096636428545,0.49094248216642555,0.5290247309476954
openx_skill_bucket_55_cross_embodiment_skill,tail,0.3949330289360648,0.002971847448992903,0.010255442027986054,0.4833188012800644,0.5217429635193792
openx_skill_bucket_56_cross_embodiment_skill,tail,0.40025099455383933,0.0029145744142057084,0.010239405578245639,0.47570613494669783,0.51446182418735
openx_skill_bucket_57_cross_embodiment_skill,tail,0.4055333223389361,0.002859389851372251,0.01022395390065227,0.4681038420846883,0.5071806287340493
openx_skill_bucket_58_cross_embodiment_skill,tail,0.4108500284966715,0.002806182980029338,0.01171678793543914,0.4605116134203322,0.5071575233517416
openx_skill_bucket_59_cross_embodiment_skill,tail,0.4161661287337329,0.002754850547580823,0.01207934784404428,0.4529288699084989,0.5016844229776122
openx_skill_bucket_60_cross_embodiment_skill,tail,0.42148163789857623,0.0027052964575510845,0.012065472698835953,0.4453551649095017,0.49443461305922337
openx_skill_bucket_61_cross_embodiment_skill,tail,0.42679657024242845,0.002657431026091985,0.012052070378027404,0.4377900790597408,0.48718456720370384
openx_skill_bucket_62_cross_embodiment_skill,tail,0.43211093981044724,0.0026111702384898285,0.013699072254406015,0.43023321696276356,0.48769327773739213
openx_skill_bucket_63_cross_embodiment_skill,tail,0.43742475941746506,0.002566435935038621,0.013911256700986066,0.4226842091662288,0.48150205896282217
droid_task_bucket_06_in_the_wild_manipulation,head,0.1477951305387113,0.002539509312235662,0.002588478844539387,0.8250756543146442,0.8253299898711596
openx_skill_bucket_64_cross_embodiment_skill,tail,0.44273804207900336,0.002523154509927248,0.015435864706078595,0.41514270539754294,0.48124043413971007
droid_task_bucket_07_in_the_wild_manipulation,head,0.15563689544965276,0.002123692055544993,0.002472050012666,0.8131472610348645,0.8149892885911141
droid_task_bucket_08_in_the_wild_manipulation,head,0.16343148870161986,0.0018189505217206105,0.0023867223831951726,0.8017547568300861,0.8047990830210121
droid_task_bucket_09_in_the_wild_manipulation,head,0.17115211188462753,0.0015866603401902006,0.002321681132366658,0.7907214170125406,0.7947070179021681
droid_task_bucket_10_in_the_wild_manipulation,medium,0.17887479826437958,0.0014041234118880364,0.004147987029555454,0.7799402088228014,0.794416123525564
droid_task_bucket_11_in_the_wild_manipulation,medium,0.18656914397171387,0.0012571576999830271,0.004106836630222052,0.7693421217246791,0.7845112828543234
droid_task_bucket_12_in_the_wild_manipulation,medium,0.19420374857588057,0.0011364622923985416,0.004073041916098395,0.7588810030187767,0.774635385837277
droid_task_bucket_13_in_the_wild_manipulation,medium,0.20183149611722076,0.0010356928700743335,0.004044826477847617,0.7486250478594026,0.7648813906454959
droid_task_bucket_14_in_the_wild_manipulation,medium,0.2094597407815636,0.0009503788093515148,0.004020938540845228,0.7383514262421053,0.755043940542911
droid_task_bucket_15_in_the_wild_manipulation,medium,0.21707043440037993,0.0008772823839073601,0.004000471541720865,0.7281433740120326,0.7452189322540319
droid_task_bucket_16_in_the_wild_manipulation,medium,0.22463021837724859,0.0008140031335205687,0.003982753351612563,0.7179883279645499,0.7354031885599549
droid_task_bucket_17_in_the_wild_manipulation,medium,0.23221048800851235,0.0007587251693737653,0.003967275521651458,0.7078768425568753,0.7255952972934853
droid_task_bucket_18_in_the_wild_manipulation,medium,0.23977744160075815,0.0007100503528022996,0.003953646573011447,0.697801457127134,0.7157932915360594
droid_task_bucket_19_in_the_wild_manipulation,medium,0.24729711936253035,0.0006668851914153004,0.0039415603278230875,0.6877563073733219,0.7059956354848081
droid_task_bucket_20_in_the_wild_manipulation,medium,0.2548404293904579,0.0006283627723263108,0.003930774050478171,0.6777368155629921,0.6962019817644534
droid_task_bucket_21_in_the_wild_manipulation,medium,0.2623531701711469,0.0005937872789850625,0.005798509149456023,0.6678391765606392,0.6962281811743588
droid_task_bucket_22_in_the_wild_manipulation,medium,0.26984105084609744,0.0005625938425532318,0.00578977498725511,0.6578603384295341,0.6864846166329793
droid_task_bucket_23_in_the_wild_manipulation,medium,0.27735470242858956,0.0005343194527391886,0.005781858158107178,0.6478978170381301,0.6767415502619438
droid_task_bucket_24_in_the_wild_manipulation,medium,0.2848596893484716,0.0005085811176898998,0.005774651424293378,0.6379494927540892,0.6669982441069778
droid_task_bucket_25_in_the_wild_manipulation,medium,0.29232152031747644,0.00048505932127075634,0.005789811455316637,0.6280135947822033,0.6573655191421379
droid_task_bucket_26_in_the_wild_manipulation,medium,0.2998106538734845,0.0004634855695571253,0.005783770804836819,0.618088685844301,0.6476216864696178
droid_task_bucket_27_in_the_wild_manipulation,medium,0.30729250977050987,0.00044363244661491997,0.005778211930413002,0.6081734900519118,0.6378771265811393
droid_task_bucket_28_in_the_wild_manipulation,medium,0.3147324651196145,0.0004253064583800751,0.005773080653707245,0.5982669215900941,0.62813137910626
droid_task_bucket_29_in_the_wild_manipulation,medium,0.32218087098491943,0.00040834152709443244,0.005956796967792626,0.5884680816275715,0.6194640545846057
droid_task_bucket_30_in_the_wild_manipulation,medium,0.32964303991314514,0.00039259490209401295,0.007648586366400756,0.5785761760681948,0.6183505362817702
droid_task_bucket_31_in_the_wild_manipulation,medium,0.33706427090710417,0.0003779425129775066,0.0076444836974481345,0.5686904922933685,0.6086407925249172
droid_task_bucket_32_in_the_wild_manipulation,medium,0.3445148323830831,0.0003642766461905177,0.007640657254747777,0.5588104526024361,0.5989293916881162
droid_task_bucket_33_in_the_wild_manipulation,tail,0.35195997452317185,0.0003515030639900287,0.00763708065173164,0.5489355160998988,0.5892158517289408
droid_task_bucket_34_in_the_wild_manipulation,tail,0.35936492854089264,0.00033953905277516627,0.007633730728591479,0.5390652086471235,0.579499754567641
droid_task_bucket_35_in_the_wild_manipulation,tail,0.3667999110128638,0.00032831165729122754,0.0076305870578559755,0.5291991395688008,0.5697821060607592
droid_task_bucket_36_in_the_wild_manipulation,tail,0.374230118469475,0.00031775647245348756,0.009360073616410688,0.519336935477733,0.5687147537972032
droid_task_bucket_37_in_the_wild_manipulation,tail,0.3816357439717537,0.00030781606342448586,0.009509513240026897,0.5095782673547268,0.559873438462039
droid_task_bucket_38_in_the_wild_manipulation,tail,0.38902195910531057,0.0002984395009308759,0.009506887802528686,0.4997228489277104,0.5501857602254774
droid_task_bucket_39_in_the_wild_manipulation,tail,0.3964389295590358,0.0002895811530872318,0.009504407465132465,0.48987043204011904,0.5404958946340671
droid_task_bucket_40_in_the_wild_manipulation,tail,0.40385180657661324,0.00028120022071289827,0.009502060804067652,0.4800207771509874,0.530803334145828
droid_task_bucket_41_in_the_wild_manipulation,tail,0.4112257339892203,0.0002732599938389483,0.011384502488996555,0.47017366927994947,0.5302867032147124
droid_task_bucket_42_in_the_wild_manipulation,tail,0.41863085198262584,0.00026572729408840234,0.011382393333066402,0.4603289322468809,0.5206257030079848
droid_task_bucket_43_in_the_wild_manipulation,tail,0.4260322906607167,0.0002585721958663378,0.011380389905564224,0.4504863887480432,0.5109613681725684
droid_task_bucket_44_in_the_wild_manipulation,tail,0.43339516490147284,0.000251767747549998,0.013263149608489252,0.4406458796198135,0.5102131596690027
droid_task_bucket_45_in_the_wild_manipulation,tail,0.44076958654582055,0.00024528941386901164,0.013261335675058576,0.4309072725086606,0.5006795372327798
droid_task_bucket_46_in_the_wild_manipulation,tail,0.44816067662988446,0.00023911461122224143,0.015144271678771092,0.42107043826940466,0.49969092372380225
droid_task_bucket_47_in_the_wild_manipulation,tail,0.45551352562053904,0.000233223172360935,0.01560653960166312,0.4112352538205608,0.49217531685419413
droid_task_bucket_48_in_the_wild_manipulation,tail,0.4628982342976194,0.0002275964170224233,0.017025711532848747,0.40140162109568517,0.4888796748441207
habitat3_social_navigation,medium,0.7329999999999997,9.2936630194763e-07,0.018448230583389288,0.6000058244883919,0.7020473634227196
habitat3_social_rearrangement,tail,0.8049999999999996,9.2936630194763e-07,0.022493011511224337,0.5200058392417198,0.6428647782533399
