task_id,source,synthetic_count,synthetic_share,tail_score,group,success_rate_reference,service_stage,openx_calibrated_tail_gain_pp,openx_calibration_bucket,openx_bucket_predicted_gain_pp,openx_calibration_multiplier,base_synthetic_share,openx_calibrated_synthetic_share,openx_calibrated_synthetic_count,scenario_spec
openx_skill_bucket_10_cross_embodiment_skill,qtail_pt_synthetic,712.2787708450678,0.0071227877084506785,0.1543850300648207,head,0.7943,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.0071227877084506785,0.0033595144634622084,335.95144634622085,openx_skill_bucket_10_cross_embodiment_skill | tail_score=0.1543850300648207 | calibrated_share=0.0033595144634622084
openx_skill_bucket_11_cross_embodiment_skill,qtail_pt_synthetic,660.971494483614,0.00660971494483614,0.15979277028368205,head,0.787,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.00660971494483614,0.0031175199746854964,311.75199746854963,openx_skill_bucket_11_cross_embodiment_skill | tail_score=0.15979277028368205 | calibrated_share=0.0031175199746854964
openx_skill_bucket_12_cross_embodiment_skill,qtail_pt_synthetic,618.5265555494651,0.006185265555494652,0.16519362911674668,head,0.7797,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.006185265555494652,0.0029173253429111068,291.73253429111065,openx_skill_bucket_12_cross_embodiment_skill | tail_score=0.16519362911674668 | calibrated_share=0.0029173253429111068
openx_skill_bucket_13_cross_embodiment_skill,qtail_pt_synthetic,582.8510854427833,0.0058285108544278335,0.1705884299060494,medium,0.7724,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.0058285108544278335,0.0027490594016532826,274.9059401653283,openx_skill_bucket_13_cross_embodiment_skill | tail_score=0.1705884299060494 | calibrated_share=0.0027490594016532826
openx_skill_bucket_14_cross_embodiment_skill,qtail_pt_synthetic,596.6774116011101,0.005966774116011101,0.1759778424859888,medium,0.7651,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.005966774116011101,0.0028142722713985586,281.42722713985586,openx_skill_bucket_14_cross_embodiment_skill | tail_score=0.1759778424859888 | calibrated_share=0.0028142722713985586
openx_skill_bucket_15_cross_embodiment_skill,qtail_pt_synthetic,714.0136593220894,0.007140136593220894,0.18136242058057495,medium,0.7578,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.007140136593220894,0.005378777323840653,537.8777323840652,openx_skill_bucket_15_cross_embodiment_skill | tail_score=0.18136242058057495 | calibrated_share=0.005378777323840653
openx_skill_bucket_16_cross_embodiment_skill,qtail_pt_synthetic,691.2211135917998,0.006912211135917999,0.18674262831191485,medium,0.7505,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.006912211135917999,0.005207077487953647,520.7077487953648,openx_skill_bucket_16_cross_embodiment_skill | tail_score=0.18674262831191485 | calibrated_share=0.005207077487953647
openx_skill_bucket_17_cross_embodiment_skill,qtail_pt_synthetic,671.2105448456491,0.006712105448456491,0.19211885933565392,medium,0.7432,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.006712105448456491,0.005056334722736606,505.6334722736606,openx_skill_bucket_17_cross_embodiment_skill | tail_score=0.19211885933565392 | calibrated_share=0.005056334722736606
openx_skill_bucket_18_cross_embodiment_skill,qtail_pt_synthetic,653.5070286877622,0.006535070286877622,0.1974914509702498,medium,0.7359,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.006535070286877622,0.0049229713479340895,492.29713479340893,openx_skill_bucket_18_cross_embodiment_skill | tail_score=0.1974914509702498 | calibrated_share=0.0049229713479340895
openx_skill_bucket_19_cross_embodiment_skill,qtail_pt_synthetic,637.737392949453,0.00637737392949453,0.2028606949987109,medium,0.7286,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.00637737392949453,0.004804176198839915,480.4176198839915,openx_skill_bucket_19_cross_embodiment_skill | tail_score=0.2028606949987109 | calibrated_share=0.004804176198839915
droid_task_bucket_02_in_the_wild_manipulation,qtail_pt_synthetic,442.0545884625905,0.004420545884625905,0.11568028429311297,head,0.8502,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.004420545884625905,0.002084982515789366,208.49825157893662,droid_task_bucket_02_in_the_wild_manipulation | tail_score=0.11568028429311297 | calibrated_share=0.002084982515789366
openx_skill_bucket_20_cross_embodiment_skill,qtail_pt_synthetic,623.6044374397544,0.006236044374397544,0.2082268457990777,medium,0.7213,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.006236044374397544,0.004697710419618562,469.7710419618562,openx_skill_bucket_20_cross_embodiment_skill | tail_score=0.2082268457990777 | calibrated_share=0.004697710419618562
openx_skill_bucket_21_cross_embodiment_skill,qtail_pt_synthetic,610.8685882546174,0.006108685882546174,0.21359012678631034,medium,0.714,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.006108685882546174,0.004601769262327666,460.1769262327666,openx_skill_bucket_21_cross_embodiment_skill | tail_score=0.21359012678631034 | calibrated_share=0.004601769262327666
openx_skill_bucket_22_cross_embodiment_skill,qtail_pt_synthetic,599.3346160172177,0.005993346160172178,0.21895073547584248,medium,0.7067,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.005993346160172178,0.004514882033330905,451.48820333309055,openx_skill_bucket_22_cross_embodiment_skill | tail_score=0.21895073547584248 | calibrated_share=0.004514882033330905
openx_skill_bucket_23_cross_embodiment_skill,qtail_pt_synthetic,588.8418645206566,0.005888418645206566,0.22430884746438384,medium,0.6994,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.005888418645206566,0.004435838484124883,443.58384841248824,openx_skill_bucket_23_cross_embodiment_skill | tail_score=0.22430884746438384 | calibrated_share=0.004435838484124883
openx_skill_bucket_24_cross_embodiment_skill,qtail_pt_synthetic,579.2569358716709,0.005792569358716708,0.2296646198066489,medium,0.6921,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.005792569358716708,0.004363633707374892,436.36337073748916,openx_skill_bucket_24_cross_embodiment_skill | tail_score=0.2296646198066489 | calibrated_share=0.004363633707374892
openx_skill_bucket_25_cross_embodiment_skill,qtail_pt_synthetic,570.4681737722653,0.0057046817377226534,0.2349831935132304,medium,0.6848,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.0057046817377226534,0.004297426578606802,429.7426578606802,openx_skill_bucket_25_cross_embodiment_skill | tail_score=0.2349831935132304 | calibrated_share=0.004297426578606802
openx_skill_bucket_26_cross_embodiment_skill,qtail_pt_synthetic,562.3814114830082,0.005623814114830082,0.2403346958837087,medium,0.6775,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.005623814114830082,0.004236507724945033,423.6507724945033,openx_skill_bucket_26_cross_embodiment_skill | tail_score=0.2403346958837087 | calibrated_share=0.004236507724945033
openx_skill_bucket_27_cross_embodiment_skill,qtail_pt_synthetic,554.9166878142657,0.005549166878142658,0.24568424230717872,medium,0.6702,ready_for_synthetic_renderer,41.8281614780426,q2,-9.798395817051642,0.8040320836589672,0.005549166878142658,0.0041802747861574355,418.0274786157436,openx_skill_bucket_27_cross_embodiment_skill | tail_score=0.24568424230717872 | calibrated_share=0.0041802747861574355
openx_skill_bucket_28_cross_embodiment_skill,qtail_pt_synthetic,548.0056813317168,0.0054800568133171685,0.25103193766219417,medium,0.6629,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.0054800568133171685,0.004544090531950179,454.4090531950179,openx_skill_bucket_28_cross_embodiment_skill | tail_score=0.25103193766219417 | calibrated_share=0.004544090531950179
openx_skill_bucket_29_cross_embodiment_skill,qtail_pt_synthetic,676.4156959348298,0.006764156959348298,0.25637787774428905,medium,0.6556,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006764156959348298,0.0056088727987098986,560.8872798709898,openx_skill_bucket_29_cross_embodiment_skill | tail_score=0.25637787774428905 | calibrated_share=0.0056088727987098986
openx_skill_bucket_30_cross_embodiment_skill,qtail_pt_synthetic,723.3595139469021,0.007233595139469021,0.26172215024154794,medium,0.6483,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.007233595139469021,0.005998133286746929,599.8133286746929,openx_skill_bucket_30_cross_embodiment_skill | tail_score=0.26172215024154794 | calibrated_share=0.005998133286746929
droid_task_bucket_03_in_the_wild_manipulation,qtail_pt_synthetic,346.63384690092823,0.0034663384690092826,0.12388957949688459,head,0.8404,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.0034663384690092826,0.0016349236701349273,163.49236701349272,droid_task_bucket_03_in_the_wild_manipulation | tail_score=0.12388957949688459 | calibrated_share=0.0016349236701349273
openx_skill_bucket_31_cross_embodiment_skill,qtail_pt_synthetic,717.7878990263245,0.007177878990263245,0.2670648357641156,medium,0.641,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.007177878990263245,0.0059519331770204326,595.1933177020433,openx_skill_bucket_31_cross_embodiment_skill | tail_score=0.2670648357641156 | calibrated_share=0.0059519331770204326
openx_skill_bucket_32_cross_embodiment_skill,qtail_pt_synthetic,712.5779830615623,0.007125779830615624,0.27240600842476936,medium,0.6337,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.007125779830615624,0.005908732293135067,590.8732293135067,openx_skill_bucket_32_cross_embodiment_skill | tail_score=0.27240600842476936 | calibrated_share=0.005908732293135067
openx_skill_bucket_33_cross_embodiment_skill,qtail_pt_synthetic,707.6960438104762,0.007076960438104762,0.27776573688302725,medium,0.6263,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.007076960438104762,0.005868251008571544,586.8251008571544,openx_skill_bucket_33_cross_embodiment_skill | tail_score=0.27776573688302725 | calibrated_share=0.005868251008571544
openx_skill_bucket_34_cross_embodiment_skill,qtail_pt_synthetic,703.1124080940309,0.007031124080940309,0.28310408456996977,medium,0.619,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.007031124080940309,0.00583024327184445,583.024327184445,openx_skill_bucket_34_cross_embodiment_skill | tail_score=0.28310408456996977 | calibrated_share=0.00583024327184445
openx_skill_bucket_35_cross_embodiment_skill,qtail_pt_synthetic,698.8008532843972,0.0069880085328439725,0.2884411104525003,medium,0.6117,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.0069880085328439725,0.005794491643611638,579.4491643611638,openx_skill_bucket_35_cross_embodiment_skill | tail_score=0.2884411104525003 | calibrated_share=0.005794491643611638
openx_skill_bucket_36_cross_embodiment_skill,qtail_pt_synthetic,696.9127471019464,0.006969127471019464,0.2937768691831813,medium,0.6044,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006969127471019464,0.005778835372665428,577.8835372665428,openx_skill_bucket_36_cross_embodiment_skill | tail_score=0.2937768691831813 | calibrated_share=0.005778835372665428
openx_skill_bucket_37_cross_embodiment_skill,qtail_pt_synthetic,693.0781646397705,0.006930781646397705,0.29911141200810154,medium,0.5971,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006930781646397705,0.005747038823005556,574.7038823005556,openx_skill_bucket_37_cross_embodiment_skill | tail_score=0.29911141200810154 | calibrated_share=0.005747038823005556
openx_skill_bucket_38_cross_embodiment_skill,qtail_pt_synthetic,689.4532539067515,0.006894532539067515,0.3044447864727633,medium,0.5898,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006894532539067515,0.005716980881815882,571.6980881815881,openx_skill_bucket_38_cross_embodiment_skill | tail_score=0.3044447864727633 | calibrated_share=0.005716980881815882
openx_skill_bucket_39_cross_embodiment_skill,qtail_pt_synthetic,686.0214699522353,0.006860214699522353,0.30977703729788575,medium,0.5825,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006860214699522353,0.005688524357537667,568.8524357537667,openx_skill_bucket_39_cross_embodiment_skill | tail_score=0.30977703729788575 | calibrated_share=0.005688524357537667
openx_skill_bucket_40_cross_embodiment_skill,qtail_pt_synthetic,682.7679592722378,0.006827679592722379,0.3151082062511888,medium,0.5752,ready_for_synthetic_renderer,41.8281614780426,q3,-5.748473946005106,0.8850305210798979,0.006827679592722379,0.005661546084172604,566.1546084172604,openx_skill_bucket_40_cross_embodiment_skill | tail_score=0.3151082062511888 | calibrated_share=0.005661546084172604
openx_skill_bucket_41_cross_embodiment_skill,qtail_pt_synthetic,679.6793412224903,0.006796793412224902,0.3204033326506199,medium,0.5679,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.006796793412224902,0.007149507419818726,714.9507419818726,openx_skill_bucket_41_cross_embodiment_skill | tail_score=0.3204033326506199 | calibrated_share=0.007149507419818726
droid_task_bucket_04_in_the_wild_manipulation,qtail_pt_synthetic,301.54986343066855,0.0030154986343066854,0.13197241645463464,head,0.8306,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.0030154986343066854,0.001422281793473165,142.2281793473165,droid_task_bucket_04_in_the_wild_manipulation | tail_score=0.13197241645463464 | calibrated_share=0.001422281793473165
openx_skill_bucket_42_cross_embodiment_skill,qtail_pt_synthetic,865.2100311169069,0.008652100311169069,0.32573245339475937,medium,0.5606,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008652100311169069,0.00910109394533887,910.1093945338871,openx_skill_bucket_42_cross_embodiment_skill | tail_score=0.32573245339475937 | calibrated_share=0.00910109394533887
openx_skill_bucket_43_cross_embodiment_skill,qtail_pt_synthetic,862.4161021103787,0.008624161021103787,0.3310606033154353,medium,0.5533,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008624161021103787,0.009071704768779975,907.1704768779975,openx_skill_bucket_43_cross_embodiment_skill | tail_score=0.3310606033154353 | calibrated_share=0.009071704768779975
openx_skill_bucket_44_cross_embodiment_skill,qtail_pt_synthetic,859.7541293641057,0.008597541293641056,0.3363878151269869,tail,0.546,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008597541293641056,0.009043703632440296,904.3703632440296,openx_skill_bucket_44_cross_embodiment_skill | tail_score=0.3363878151269869 | calibrated_share=0.009043703632440296
openx_skill_bucket_45_cross_embodiment_skill,qtail_pt_synthetic,857.2150883595496,0.008572150883595496,0.3417141198326814,tail,0.5387,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008572150883595496,0.00901699560793473,901.699560793473,openx_skill_bucket_45_cross_embodiment_skill | tail_score=0.3417141198326814 | calibrated_share=0.00901699560793473
openx_skill_bucket_46_cross_embodiment_skill,qtail_pt_synthetic,854.7907560636708,0.008547907560636708,0.34703954668973763,tail,0.5314,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008547907560636708,0.008991494197657471,899.1494197657471,openx_skill_bucket_46_cross_embodiment_skill | tail_score=0.34703954668973763 | calibrated_share=0.008991494197657471
openx_skill_bucket_47_cross_embodiment_skill,qtail_pt_synthetic,852.4736198510307,0.008524736198510307,0.35236412349934465,tail,0.5241,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008524736198510307,0.008967120376738913,896.7120376738912,openx_skill_bucket_47_cross_embodiment_skill | tail_score=0.35236412349934465 | calibrated_share=0.008967120376738913
openx_skill_bucket_48_cross_embodiment_skill,qtail_pt_synthetic,850.2568072436998,0.008502568072436998,0.35768787654077555,tail,0.5168,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008502568072436998,0.008943801853983822,894.3801853983822,openx_skill_bucket_48_cross_embodiment_skill | tail_score=0.35768787654077555 | calibrated_share=0.008943801853983822
openx_skill_bucket_49_cross_embodiment_skill,qtail_pt_synthetic,848.1340208556159,0.008481340208556159,0.3630108306199769,tail,0.5095,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008481340208556159,0.008921472387554849,892.1472387554849,openx_skill_bucket_49_cross_embodiment_skill | tail_score=0.3630108306199769 | calibrated_share=0.008921472387554849
openx_skill_bucket_50_cross_embodiment_skill,qtail_pt_synthetic,846.0994707347182,0.008460994707347182,0.368333009536577,tail,0.5022,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.008460994707347182,0.008900071073283345,890.0071073283345,openx_skill_bucket_50_cross_embodiment_skill | tail_score=0.368333009536577 | calibrated_share=0.008900071073283345
openx_skill_bucket_51_cross_embodiment_skill,qtail_pt_synthetic,844.147832727336,0.00844147832727336,0.37365443580877966,tail,0.4949,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.00844147832727336,0.00887954190670682,887.954190670682,openx_skill_bucket_51_cross_embodiment_skill | tail_score=0.37365443580877966 | calibrated_share=0.00887954190670682
openx_skill_bucket_52_cross_embodiment_skill,qtail_pt_synthetic,1030.7406938812626,0.010307406938812626,0.37897513091806423,tail,0.4876,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.010307406938812626,0.01084230134986681,1084.230134986681,openx_skill_bucket_52_cross_embodiment_skill | tail_score=0.37897513091806423 | calibrated_share=0.01084230134986681
droid_task_bucket_05_in_the_wild_manipulation,qtail_pt_synthetic,275.5949265535828,0.002755949265535828,0.13992952461476854,head,0.8209,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.002755949265535828,0.00129986345193904,129.98634519390401,droid_task_bucket_05_in_the_wild_manipulation | tail_score=0.13992952461476854 | calibrated_share=0.00129986345193904
openx_skill_bucket_53_cross_embodiment_skill,qtail_pt_synthetic,1028.940534030928,0.010289405340309279,0.3842951153455423,tail,0.4803,ready_for_synthetic_renderer,41.8281614780426,q4,6.13560265628621,1.1227120531257242,0.010289405340309279,0.010823365573205304,1082.3365573205303,openx_skill_bucket_53_cross_embodiment_skill | tail_score=0.3842951153455423 | calibrated_share=0.010823365573205304
openx_skill_bucket_54_cross_embodiment_skill,qtail_pt_synthetic,1027.2096636428546,0.010272096636428545,0.38961440844079986,tail,0.473,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.010272096636428545,0.016214916588860078,1621.4916588860078,openx_skill_bucket_54_cross_embodiment_skill | tail_score=0.38961440844079986 | calibrated_share=0.016214916588860078
openx_skill_bucket_55_cross_embodiment_skill,qtail_pt_synthetic,1025.5442027986055,0.010255442027986054,0.3949330289360648,tail,0.4657,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.010255442027986054,0.01618862662136139,1618.862662136139,openx_skill_bucket_55_cross_embodiment_skill | tail_score=0.3949330289360648 | calibrated_share=0.01618862662136139
openx_skill_bucket_56_cross_embodiment_skill,qtail_pt_synthetic,1023.9405578245639,0.010239405578245639,0.40025099455383933,tail,0.4584,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.010239405578245639,0.01616331244217034,1616.331244217034,openx_skill_bucket_56_cross_embodiment_skill | tail_score=0.40025099455383933 | calibrated_share=0.01616331244217034
openx_skill_bucket_57_cross_embodiment_skill,qtail_pt_synthetic,1022.395390065227,0.01022395390065227,0.4055333223389361,tail,0.4511,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.01022395390065227,0.016138921349270585,1613.8921349270586,openx_skill_bucket_57_cross_embodiment_skill | tail_score=0.4055333223389361 | calibrated_share=0.016138921349270585
openx_skill_bucket_58_cross_embodiment_skill,qtail_pt_synthetic,1171.678793543914,0.01171678793543914,0.4108500284966715,tail,0.4438,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.01171678793543914,0.01849541975576306,1849.541975576306,openx_skill_bucket_58_cross_embodiment_skill | tail_score=0.4108500284966715 | calibrated_share=0.01849541975576306
openx_skill_bucket_59_cross_embodiment_skill,qtail_pt_synthetic,1207.934784404428,0.01207934784404428,0.4161661287337329,tail,0.4365,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.01207934784404428,0.019067735114990544,1906.7735114990544,openx_skill_bucket_59_cross_embodiment_skill | tail_score=0.4161661287337329 | calibrated_share=0.019067735114990544
openx_skill_bucket_60_cross_embodiment_skill,qtail_pt_synthetic,1206.5472698835954,0.012065472698835953,0.42148163789857623,tail,0.4292,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.012065472698835953,0.019045832641700577,1904.5832641700576,openx_skill_bucket_60_cross_embodiment_skill | tail_score=0.42148163789857623 | calibrated_share=0.019045832641700577
openx_skill_bucket_61_cross_embodiment_skill,qtail_pt_synthetic,1205.2070378027404,0.012052070378027404,0.42679657024242845,tail,0.4219,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.012052070378027404,0.01902467654069223,1902.467654069223,openx_skill_bucket_61_cross_embodiment_skill | tail_score=0.42679657024242845 | calibrated_share=0.01902467654069223
openx_skill_bucket_62_cross_embodiment_skill,qtail_pt_synthetic,1369.9072254406015,0.013699072254406015,0.43211093981044724,tail,0.4146,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.013699072254406015,0.021624535069326604,2162.4535069326603,openx_skill_bucket_62_cross_embodiment_skill | tail_score=0.43211093981044724 | calibrated_share=0.021624535069326604
openx_skill_bucket_63_cross_embodiment_skill,qtail_pt_synthetic,1391.1256700986066,0.013911256700986066,0.43742475941746506,tail,0.4073,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.013911256700986066,0.02195947672968322,2195.947672968322,openx_skill_bucket_63_cross_embodiment_skill | tail_score=0.43742475941746506 | calibrated_share=0.02195947672968322
droid_task_bucket_06_in_the_wild_manipulation,qtail_pt_synthetic,258.8478844539387,0.002588478844539387,0.1477951305387113,head,0.8111,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.002588478844539387,0.0012208748137023367,122.08748137023366,droid_task_bucket_06_in_the_wild_manipulation | tail_score=0.1477951305387113 | calibrated_share=0.0012208748137023367
openx_skill_bucket_64_cross_embodiment_skill,qtail_pt_synthetic,1543.5864706078596,0.015435864706078595,0.44273804207900336,tail,0.4,ready_for_synthetic_renderer,41.8281614780426,q5,34.240698758731014,1.6848139751746203,0.015435864706078595,0.024366131622863718,2436.613162286372,openx_skill_bucket_64_cross_embodiment_skill | tail_score=0.44273804207900336 | calibrated_share=0.024366131622863718
droid_task_bucket_07_in_the_wild_manipulation,qtail_pt_synthetic,247.20500126660002,0.002472050012666,0.15563689544965276,head,0.8013,ready_for_synthetic_renderer,41.8281614780426,q1,-24.829441466135904,0.5034111706772819,0.002472050012666,0.0011659603110310598,116.59603110310599,droid_task_bucket_07_in_the_wild_manipulation | tail_score=0.15563689544965276 | calibrated_share=0.0011659603110310598
