task_id,source,synthetic_count,synthetic_share,tail_score,group,success_rate_reference
openx_skill_bucket_37_cross_embodiment_skill,qtail_pt_synthetic,693.0781646397705,0.006930781646397705,0.29911141200810154,medium,0.5971
openx_skill_bucket_38_cross_embodiment_skill,qtail_pt_synthetic,689.4532539067515,0.006894532539067515,0.3044447864727633,medium,0.5898
openx_skill_bucket_39_cross_embodiment_skill,qtail_pt_synthetic,686.0214699522353,0.006860214699522353,0.30977703729788575,medium,0.5825
openx_skill_bucket_40_cross_embodiment_skill,qtail_pt_synthetic,682.7679592722378,0.006827679592722379,0.3151082062511888,medium,0.5752
openx_skill_bucket_41_cross_embodiment_skill,qtail_pt_synthetic,679.6793412224903,0.006796793412224902,0.3204033326506199,medium,0.5679
droid_task_bucket_04_in_the_wild_manipulation,qtail_pt_synthetic,301.54986343066855,0.0030154986343066854,0.13197241645463464,head,0.8306
openx_skill_bucket_42_cross_embodiment_skill,qtail_pt_synthetic,865.2100311169069,0.008652100311169069,0.32573245339475937,medium,0.5606
openx_skill_bucket_43_cross_embodiment_skill,qtail_pt_synthetic,862.4161021103787,0.008624161021103787,0.3310606033154353,medium,0.5533
openx_skill_bucket_44_cross_embodiment_skill,qtail_pt_synthetic,859.7541293641057,0.008597541293641056,0.3363878151269869,tail,0.546
openx_skill_bucket_45_cross_embodiment_skill,qtail_pt_synthetic,857.2150883595496,0.008572150883595496,0.3417141198326814,tail,0.5387
openx_skill_bucket_46_cross_embodiment_skill,qtail_pt_synthetic,854.7907560636708,0.008547907560636708,0.34703954668973763,tail,0.5314
openx_skill_bucket_47_cross_embodiment_skill,qtail_pt_synthetic,852.4736198510307,0.008524736198510307,0.35236412349934465,tail,0.5241
openx_skill_bucket_48_cross_embodiment_skill,qtail_pt_synthetic,850.2568072436998,0.008502568072436998,0.35768787654077555,tail,0.5168
openx_skill_bucket_49_cross_embodiment_skill,qtail_pt_synthetic,848.1340208556159,0.008481340208556159,0.3630108306199769,tail,0.5095
openx_skill_bucket_50_cross_embodiment_skill,qtail_pt_synthetic,846.0994707347182,0.008460994707347182,0.368333009536577,tail,0.5022
openx_skill_bucket_51_cross_embodiment_skill,qtail_pt_synthetic,844.147832727336,0.00844147832727336,0.37365443580877966,tail,0.4949
openx_skill_bucket_52_cross_embodiment_skill,qtail_pt_synthetic,1030.7406938812626,0.010307406938812626,0.37897513091806423,tail,0.4876
droid_task_bucket_05_in_the_wild_manipulation,qtail_pt_synthetic,275.5949265535828,0.002755949265535828,0.13992952461476854,head,0.8209
openx_skill_bucket_53_cross_embodiment_skill,qtail_pt_synthetic,1028.940534030928,0.010289405340309279,0.3842951153455423,tail,0.4803
openx_skill_bucket_54_cross_embodiment_skill,qtail_pt_synthetic,1027.2096636428546,0.010272096636428545,0.38961440844079986,tail,0.473
openx_skill_bucket_55_cross_embodiment_skill,qtail_pt_synthetic,1025.5442027986055,0.010255442027986054,0.3949330289360648,tail,0.4657
openx_skill_bucket_56_cross_embodiment_skill,qtail_pt_synthetic,1023.9405578245639,0.010239405578245639,0.40025099455383933,tail,0.4584
openx_skill_bucket_57_cross_embodiment_skill,qtail_pt_synthetic,1022.395390065227,0.01022395390065227,0.4055333223389361,tail,0.4511
openx_skill_bucket_58_cross_embodiment_skill,qtail_pt_synthetic,1171.678793543914,0.01171678793543914,0.4108500284966715,tail,0.4438
openx_skill_bucket_59_cross_embodiment_skill,qtail_pt_synthetic,1207.934784404428,0.01207934784404428,0.4161661287337329,tail,0.4365
openx_skill_bucket_60_cross_embodiment_skill,qtail_pt_synthetic,1206.5472698835954,0.012065472698835953,0.42148163789857623,tail,0.4292
openx_skill_bucket_61_cross_embodiment_skill,qtail_pt_synthetic,1205.2070378027404,0.012052070378027404,0.42679657024242845,tail,0.4219
openx_skill_bucket_62_cross_embodiment_skill,qtail_pt_synthetic,1369.9072254406015,0.013699072254406015,0.43211093981044724,tail,0.4146
openx_skill_bucket_63_cross_embodiment_skill,qtail_pt_synthetic,1391.1256700986066,0.013911256700986066,0.43742475941746506,tail,0.4073
droid_task_bucket_06_in_the_wild_manipulation,qtail_pt_synthetic,258.8478844539387,0.002588478844539387,0.1477951305387113,head,0.8111
openx_skill_bucket_64_cross_embodiment_skill,qtail_pt_synthetic,1543.5864706078596,0.015435864706078595,0.44273804207900336,tail,0.4
droid_task_bucket_07_in_the_wild_manipulation,qtail_pt_synthetic,247.20500126660002,0.002472050012666,0.15563689544965276,head,0.8013
droid_task_bucket_08_in_the_wild_manipulation,qtail_pt_synthetic,238.67223831951725,0.0023867223831951726,0.16343148870161986,head,0.7915
droid_task_bucket_09_in_the_wild_manipulation,qtail_pt_synthetic,232.1681132366658,0.002321681132366658,0.17115211188462753,head,0.7817
droid_task_bucket_10_in_the_wild_manipulation,qtail_pt_synthetic,414.7987029555454,0.004147987029555454,0.17887479826437958,medium,0.7719
droid_task_bucket_11_in_the_wild_manipulation,qtail_pt_synthetic,410.68366302220517,0.004106836630222052,0.18656914397171387,medium,0.7621
droid_task_bucket_12_in_the_wild_manipulation,qtail_pt_synthetic,407.30419160983956,0.004073041916098395,0.19420374857588057,medium,0.7523
droid_task_bucket_13_in_the_wild_manipulation,qtail_pt_synthetic,404.4826477847617,0.004044826477847617,0.20183149611722076,medium,0.7426
droid_task_bucket_14_in_the_wild_manipulation,qtail_pt_synthetic,402.0938540845228,0.004020938540845228,0.2094597407815636,medium,0.7328
droid_task_bucket_15_in_the_wild_manipulation,qtail_pt_synthetic,400.04715417208644,0.004000471541720865,0.21707043440037993,medium,0.723
droid_task_bucket_16_in_the_wild_manipulation,qtail_pt_synthetic,398.2753351612563,0.003982753351612563,0.22463021837724859,medium,0.7132
droid_task_bucket_17_in_the_wild_manipulation,qtail_pt_synthetic,396.7275521651458,0.003967275521651458,0.23221048800851235,medium,0.7034
droid_task_bucket_18_in_the_wild_manipulation,qtail_pt_synthetic,395.36465730114475,0.003953646573011447,0.23977744160075815,medium,0.6936
droid_task_bucket_19_in_the_wild_manipulation,qtail_pt_synthetic,394.1560327823087,0.0039415603278230875,0.24729711936253035,medium,0.6838
droid_task_bucket_20_in_the_wild_manipulation,qtail_pt_synthetic,393.0774050478171,0.003930774050478171,0.2548404293904579,medium,0.674
droid_task_bucket_21_in_the_wild_manipulation,qtail_pt_synthetic,579.8509149456023,0.005798509149456023,0.2623531701711469,medium,0.6643
droid_task_bucket_22_in_the_wild_manipulation,qtail_pt_synthetic,578.977498725511,0.00578977498725511,0.26984105084609744,medium,0.6545
droid_task_bucket_23_in_the_wild_manipulation,qtail_pt_synthetic,578.1858158107178,0.005781858158107178,0.27735470242858956,medium,0.6447
droid_task_bucket_24_in_the_wild_manipulation,qtail_pt_synthetic,577.4651424293378,0.005774651424293378,0.2848596893484716,medium,0.6349
droid_task_bucket_25_in_the_wild_manipulation,qtail_pt_synthetic,578.9811455316636,0.005789811455316637,0.29232152031747644,medium,0.6251
droid_task_bucket_26_in_the_wild_manipulation,qtail_pt_synthetic,578.3770804836819,0.005783770804836819,0.2998106538734845,medium,0.6153
droid_task_bucket_27_in_the_wild_manipulation,qtail_pt_synthetic,577.8211930413001,0.005778211930413002,0.30729250977050987,medium,0.6055
droid_task_bucket_28_in_the_wild_manipulation,qtail_pt_synthetic,577.3080653707245,0.005773080653707245,0.3147324651196145,medium,0.5957
droid_task_bucket_29_in_the_wild_manipulation,qtail_pt_synthetic,595.6796967792626,0.005956796967792626,0.32218087098491943,medium,0.586
droid_task_bucket_30_in_the_wild_manipulation,qtail_pt_synthetic,764.8586366400756,0.007648586366400756,0.32964303991314514,medium,0.5762
droid_task_bucket_31_in_the_wild_manipulation,qtail_pt_synthetic,764.4483697448135,0.0076444836974481345,0.33706427090710417,medium,0.5664
droid_task_bucket_32_in_the_wild_manipulation,qtail_pt_synthetic,764.0657254747777,0.007640657254747777,0.3445148323830831,medium,0.5566
droid_task_bucket_33_in_the_wild_manipulation,qtail_pt_synthetic,763.708065173164,0.00763708065173164,0.35195997452317185,tail,0.5468
droid_task_bucket_34_in_the_wild_manipulation,qtail_pt_synthetic,763.3730728591479,0.007633730728591479,0.35936492854089264,tail,0.537
droid_task_bucket_35_in_the_wild_manipulation,qtail_pt_synthetic,763.0587057855976,0.0076305870578559755,0.3667999110128638,tail,0.5272
droid_task_bucket_36_in_the_wild_manipulation,qtail_pt_synthetic,936.0073616410688,0.009360073616410688,0.374230118469475,tail,0.5174
droid_task_bucket_37_in_the_wild_manipulation,qtail_pt_synthetic,950.9513240026897,0.009509513240026897,0.3816357439717537,tail,0.5077
droid_task_bucket_38_in_the_wild_manipulation,qtail_pt_synthetic,950.6887802528686,0.009506887802528686,0.38902195910531057,tail,0.4979
droid_task_bucket_39_in_the_wild_manipulation,qtail_pt_synthetic,950.4407465132465,0.009504407465132465,0.3964389295590358,tail,0.4881
droid_task_bucket_40_in_the_wild_manipulation,qtail_pt_synthetic,950.2060804067653,0.009502060804067652,0.40385180657661324,tail,0.4783
droid_task_bucket_41_in_the_wild_manipulation,qtail_pt_synthetic,1138.4502488996554,0.011384502488996555,0.4112257339892203,tail,0.4685
droid_task_bucket_42_in_the_wild_manipulation,qtail_pt_synthetic,1138.2393333066402,0.011382393333066402,0.41863085198262584,tail,0.4587
droid_task_bucket_43_in_the_wild_manipulation,qtail_pt_synthetic,1138.0389905564223,0.011380389905564224,0.4260322906607167,tail,0.4489
droid_task_bucket_44_in_the_wild_manipulation,qtail_pt_synthetic,1326.3149608489252,0.013263149608489252,0.43339516490147284,tail,0.4391
droid_task_bucket_45_in_the_wild_manipulation,qtail_pt_synthetic,1326.1335675058576,0.013261335675058576,0.44076958654582055,tail,0.4294
droid_task_bucket_46_in_the_wild_manipulation,qtail_pt_synthetic,1514.4271678771092,0.015144271678771092,0.44816067662988446,tail,0.4196
droid_task_bucket_47_in_the_wild_manipulation,qtail_pt_synthetic,1560.653960166312,0.01560653960166312,0.45551352562053904,tail,0.4098
droid_task_bucket_48_in_the_wild_manipulation,qtail_pt_synthetic,1702.5711532848748,0.017025711532848747,0.4628982342976194,tail,0.4
habitat3_social_navigation,qtail_pt_synthetic,1844.8230583389288,0.018448230583389288,0.7329999999999997,medium,0.6
habitat3_social_rearrangement,qtail_pt_synthetic,2249.3011511224336,0.022493011511224337,0.8049999999999996,tail,0.52
