task_id,group,tail_score,source_share,synthetic_share,source_effect,synthetic_effect
handle-press-side-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
handle-press-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
handle-pull-side-v3,tail,0.5663734149184112,0.007990165949600492,0.019402194919496386,0.6120175947814914,0.6681717350996988
handle-pull-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
plate-slide-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
plate-slide-side-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
plate-slide-back-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
plate-slide-back-side-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
peg-unplug-side-v3,tail,0.5663734149184112,0.007990165949600492,0.014444076362795353,0.6120175947814914,0.6451219711248545
soccer-v3,tail,0.6017334149184113,0.007990165949600492,0.020525745177228348,0.5754642413976798,0.6374272977578123
stick-push-v3,tail,0.6017334149184113,0.007990165949600492,0.023693432032898445,0.5754642413976798,0.6511757350409451
push-wall-v3,tail,0.6017334149184113,0.007990165949600492,0.019402194919496386,0.5754642413976798,0.6323771946666359
push-back-v3,tail,0.6017334149184113,0.007990165949600492,0.019402194919496386,0.5754642413976798,0.6323771946666359
reach-wall-v3,tail,0.5663734149184112,0.007990165949600492,0.015110957806094321,0.6120175947814914,0.6483378218236181
sweep-v3,tail,0.6017334149184113,0.007990165949600492,0.019402194919496386,0.5754642413976798,0.6323771946666359
bin-picking-v3,tail,0.8802199999999633,0.0036877688998156115,0.03344881240535042,0.46412504558205264,0.6154627493928005
box-close-v3,tail,0.8802199999999633,0.0036877688998156115,0.037189147456896825,0.46412504558205264,0.6309955973815058
door-close-v3,tail,0.8581199999999632,0.0036877688998156115,0.02677999797236074,0.48709977711283187,0.6084321266214074
door-lock-v3,tail,0.7785599999999632,0.0036877688998156115,0.02248876085895868,0.5697987035748293,0.6694435356251234
door-unlock-v3,tail,0.8581199999999632,0.0036877688998156115,0.028236988951742183,0.48709977711283187,0.6150132284831322
hand-insert-v3,tail,0.8802199999999633,0.0036877688998156115,0.04667046188988651,0.46412504558205264,0.6674332877426342
drawer-open-v3,tail,0.6989999999999631,0.0036877688998156115,0.02248876085895868,0.652478379154049,0.7502262407199943
lever-pull-v3,tail,0.8139199999999631,0.0036877688998156115,0.024112472199164865,0.5330457144395971,0.6410441726527294
shelf-place-v3,tail,0.8802199999999633,0.0036877688998156115,0.0310712350857628,0.46412504558205264,0.6052270637435215
sweep-into-v3,tail,0.8139199999999631,0.0036877688998156115,0.02677999797236074,0.5330457144395971,0.6532021382355833
